NUMERO_CLIENT;DATE_CONTRAT;DEPARTEMENT;CIVILITE;NOM;PRENOM;DATE_NAISSANCE;TELEPHONE_FIXE;TELEPHONE_MOBILE;EMAIL;NUMERO_VOIE;NOM_VOIE;CODE_POSTAL;COMMUNE
FR-08082021-16186095;08/08/2021;38;M.;VATIN;WERNER;21/11/1962;04.85.74.68.66;07.57.36.00.58;vatin.werner@free.fr;66;AVENUE DE LA BEYNE;38730;CHÉLIEU
FR-05042013-15189947;04/05/2013;17;M.;EVANNO;AH;21/10/1978;null;06.80.28.65.88;evanno.ah@free.fr;115;CHEMIN DES PAUVRES;17200;SAINT-SULPICE-DE-ROYAN
FR-12062010-17298242;06/12/2010;69;M.;MORLOT;ORLANDO;13/08/1998;04.74.32.83.67;06.06.39.46.32;orlando.morlot8793@gmail.com;4;AVENUE AMPERE;69740;GENAS
FR-07062017-14237708;06/07/2017;52;Mme;DANET;AN;21/11/1944;null;07.52.43.63.08;an.danet@gmail.com;81;IMPASSE DE GRANOUPIAC;52400;PARNOY-EN-BASSIGNY
FR-12102023-14928458;10/12/2023;31;M.;KHIARI;AH;25/02/1950;null;06.84.40.57.91;khiari.ah@sfr.fr;110;RUE TRICOT DES PERES;31160;JUZET-D'IZAUT
FR-04062018-16992189;06/04/2018;16;Mme;GRIMAUD;NADINE;01/11/1978;05.17.97.30.29;null;nadine.grimaud@gmail.com;114;RUE DU CEDON;16190;JUIGNAC
FR-25062020-15897736;25/06/2020;31;Mme;BLONDY;ANNA;09/09/1982;null;06.27.19.99.68;anna.blondy@gmail.com;60;RUE GUILLAUME APOLLINAIRE;31160;SOUEICH
FR-29092021-17462738;29/09/2021;44;Mme;WAYMEL;GEORGETTE;11/07/1998;null;07.61.10.04.98;waymel.georgette@free.fr;42;IMPASSE BELLEVUE PYLA;44320;SAINT-PÈRE-EN-RETZ
FR-20072017-16172332;20/07/2017;52;Mme;LORENZI;AH;20/06/1970;null;07.07.36.96.12;ah.lorenzi222@sfr.fr;147;CHEMIN DU MAS DES MOULINES;52240;AUDELONCOURT
FR-07022013-17125228;02/07/2013;89;Mme;BORGES;JEANNETTE;15/01/1961;null;07.45.18.30.78;borges.jeannette7468@gmail.com;60;IMPASSE CHAMPAVOINE;89150;VALLERY
FR-29052022-16648124;29/05/2022;02;M.;BOULON;JUSTE;16/04/1943;null;07.51.61.02.30;juste.boulon@free.fr;135;SQUARE VAN VOLLENHOVEN;02360;PARFONDEVAL
FR-29032016-14433005;29/03/2016;57;Mme;DONAT;AN;01/10/1989;null;07.96.54.87.53;an.donat@laposte.net;82;RUE CARNOT;57980;METZING
FR-03082019-13250080;08/03/2019;13;M.;REY;AN;15/07/1978;04.88.24.78.82;07.42.38.65.80;rey.an@wanadoo.fr;31;RUE AMBROISE CROIZAT;13400;AUBAGNE
FR-09092012-16832936;09/09/2012;59;Mme;LOURY;NATHALIE;12/11/1966;03.61.47.90.76;06.59.40.21.00;nathalie.loury9546@free.fr;66;RUE DU VERGER;59720;LOUVROIL
FR-29112014-17368366;29/11/2014;01;Mme;STUDER;CLARISSE;27/03/1940;04.81.89.84.02;06.92.92.75.27;clarisse.studer4891@laposte.net;139;RUE DE COURTHABILAT;01390;SAINT-JEAN-DE-THURIGNEUX
FR-28092014-16374183;28/09/2014;25;M.;STALIN;DENIS;09/05/2001;null;06.01.37.90.97;denis.stalin7730@orange.fr;110;PLACE DE LA MAIRIE;25240;CHAPELLE-DES-BOIS
FR-25022017-16821794;25/02/2017;33;Mme;DUVIVIER;AH;26/04/1950;null;06.13.44.87.25;ah.duvivier@sfr.fr;129;ROUTE AN AODEU;33220;SAINT-QUENTIN-DE-CAPLONG
FR-14042021-15025453;14/04/2021;47;Mme;GUL;VIRGINIE;23/02/1979;null;06.93.19.84.60;gul.virginie187@gmail.com;52;RUE DE LA DIGUE;47120;LOUBÈS-BERNAC
FR-28072016-17220910;28/07/2016;53;Mme;VOISIN;PAULINE;19/07/1984;02.43.08.23.06;07.52.67.01.99;voisin.pauline3380@wanadoo.fr;45;IMPASSE LE CLOS;53200;FROMENTIÈRES
FR-13082013-16652057;13/08/2013;38;M.;BAGUET;VINCENT;23/03/1942;04.80.77.70.90;06.76.51.41.05;vincent.baguet3410@orange.fr;15;RUE MAURICE GENEVOIX;38450;NOTRE-DAME-DE-COMMIERS
FR-31072019-19364594;31/07/2019;38;M.;AZZOPARDI;ALEXANDRE;26/12/1966;null;06.50.32.79.18;alexandre@azzopardi.fr;10;IMPASSE DU COULOUME;38122;COUR-ET-BUIS
FR-18092012-14159065;18/09/2012;37;M.;PAGE;MARC;20/09/1952;02.46.88.57.83;07.42.14.98.56;page.marc7469@gmail.com;5;IMPASSE DE LA MARE MOTHEE;37350;BARROU
FR-07072020-16974494;07/07/2020;18;Mme;MAMMERI;ISABEL;07/03/1997;null;07.10.00.04.93;isabel.mammeri8586@free.fr;16;RUE DU CLOS CHAPEAU;18270;REIGNY
FR-25062012-14176104;25/06/2012;56;Mme;GEHIN;AH;12/11/1959;02.57.65.96.78;07.85.02.53.75;ah.gehin6565@sfr.fr;41;ROUTE DE GRIGNAN;56340;PLOUHARNEL
FR-11032022-16029464;03/11/2022;58;M.;BAUDEL;MARCEL;30/09/1959;03.86.60.27.30;null;marcel.baudel@free.fr;145;ROUTE DEPARTEMENTALE 57;58350;NANNAY
FR-22112015-17292999;22/11/2015;32;Mme;GANGLOFF;AGATHE;09/06/1940;null;07.37.57.04.92;agathe.gangloff827@free.fr;56;AVENUE BERGOIDE;32140;ESCLASSAN-LABASTIDE
FR-09022019-17661312;02/09/2019;60;M.;NOUVEAU;PIERRE;16/04/1987;null;06.28.84.12.96;pierre.nouveau@free.fr;18;CHEMIN DU PEROU;60380;VILLERS-VERMONT
FR-06052011-13960492;05/06/2011;71;Mme;ER;LOURDES;01/01/1965;null;07.99.23.34.13;lourdes.er2544@free.fr;117;RUE DU CHAT QUI PECHE;71570;SAINT-AMOUR-BELLEVUE
FR-23032014-12434156;23/03/2014;81;Mme;LE;MAI;08/04/1980;05.67.46.25.16;07.49.69.06.23;le.mai1993@live.fr;54;IMPASSE EMILE ZOLA;81660;PAYRIN-AUGMONTEL
FR-07032016-16144807;03/07/2016;80;Mme;SPITERI;AH;05/09/1955;null;07.95.54.14.62;ah.spiteri7332@free.fr;132;CHEMIN DE LA CROIX BLANCHE;80330;CAGNY
FR-15052015-15560225;15/05/2015;64;M.;MOQUET;AH;19/08/1941;null;06.57.66.99.67;ah.moquet5189@laposte.net;54;AVENUE DE L EUROPE;64420;SAUBOLE
FR-28022021-18100403;28/02/2021;77;M.;VAZQUEZ;LAMBERT;29/07/1949;01.60.42.83.30;06.30.41.06.55;lambert@vazquez.com;132;ROUTE DE LA TOUCHE;77870;VULAINES-SUR-SEINE
FR-17092015-15313155;17/09/2015;37;M.;CHANG;JUSTE;17/05/1994;null;null;chang.juste@orange.fr;128;ROUTE DU LOTISSEMENT;37130;LA CHAPELLE-AUX-NAUX
FR-03032017-17295621;03/03/2017;16;M.;GRISARD;ROBERT;19/06/2000;null;06.29.42.99.67;grisard.robert6678@sfr.fr;20;RUE DE LA CHABOSSONNIERE;16390;BONNES
FR-13112020-16488216;13/11/2020;57;M.;BULTEL;SIMON;22/07/1990;null;06.47.35.99.98;bultel.simon9134@orange.fr;150;RUE DES MESANGES;57800;BÉNING-LÈS-SAINT-AVOLD
FR-13112023-16690068;13/11/2023;30;Mme;LAMANT;ROMAINE;10/12/1976;null;null;romaine.lamant4313@free.fr;79;ROUTE DU CLOS MARTEL;30150;ROQUEMAURE
FR-19072023-18583404;19/07/2023;33;M.;ARMENGAUD;OLIVIER;15/11/1993;05.47.33.12.91;06.32.17.18.89;olivier.armengaud4096@gmail.com;31;RUE DES TISSERANDS;33690;GRIGNOLS
FR-05042013-18902565;04/05/2013;39;Mme;RAMASSAMY;PAULINE;04/07/1983;null;null;pauline.ramassamy@orange.fr;143;ROUTE DU PAS DE RAUZAN;39140;RELANS
FR-31032023-17521065;31/03/2023;22;Mme;CATTEAU;MADELEINE;15/02/1959;null;07.74.30.16.09;madeleine.catteau6867@orange.fr;85;RUE MARCEL HUGOT;22160;PLUSQUELLEC
FR-17092023-15024797;17/09/2023;12;Mme;BECQ;SOLANGE;06/02/1982;null;06.18.88.76.17;becq.solange5871@free.fr;128;RUE DE LA GARENNE;12330;SAINT-CHRISTOPHE-VALLON
FR-12052020-17128503;05/12/2020;15;M.;LEQUEUX;PAUL;30/10/1964;04.44.46.05.60;06.32.25.27.67;paul@lequeux.net;118;PLACE DU 8 MAI 1945;15600;SAINT-CONSTANT-FOURNOULÈS
FR-20122010-16195926;20/12/2010;63;M.;GOYET;JOSEPH;26/02/1967;null;07.51.86.90.79;joseph.goyet3681@gmail.com;92;RUE DES ETANGS;63500;SOLIGNAT
FR-11122011-18565709;12/11/2011;39;M.;DELECROIX;GEORGES;19/04/1994;03.84.24.47.14;07.41.14.19.16;georges.delecroix7778@gmail.com;74;RUE DES BABEYS;39600;VADANS
FR-28062012-18781323;28/06/2012;57;M.;PARTOUCHE;HILAIRE;02/05/1965;null;07.90.41.42.13;hilaire.partouche6421@free.fr;57;CHEMIN DES BROUES;57320;GUERSTLING
FR-27092014-17083939;27/09/2014;07;Mme;CLEMENT;MARTHE;01/04/1947;null;07.42.62.96.73;clement.marthe@wanadoo.fr;115;CHEMIN DES ECOLIERS;07110;VALGORGE
FR-08062013-16585865;06/08/2013;51;Mme;PLATON;CLAIRE;12/02/1975;null;06.75.96.98.40;claire.platon@wanadoo.fr;112;PLACE GOELANDS;51240;OMEY
FR-06122011-17901830;12/06/2011;69;M.;BELLOIR;VITTORIO;20/03/1966;04.26.23.60.92;07.51.93.05.98;vittorio.belloir5824@gmail.com;45;CHEMIN DU TUC;69740;GENAS
FR-21012016-17127193;21/01/2016;71;M.;PROISY;HASSAN;01/07/1954;03.79.22.11.16;07.76.09.25.66;hassan.proisy@sfr.fr;75;IMPASSE DES TREIZE VENTS;71800;LA CHAPELLE-SOUS-DUN
FR-19092013-17796316;19/09/2013;18;Mme;COPPOLA;VIRGINIE;23/04/1965;null;07.37.65.43.68;virginie.coppola5680@gmail.com;150;RUE DES ECOLES;18370;BEDDES
FR-22122022-15570711;22/12/2022;41;Mme;DARMON;SAN;09/02/1980;null;06.98.13.35.72;san.darmon5089@gmail.com;125;CHEMIN DE LA GDE COUR ST MARSAULT;41270;ROMILLY
FR-15122013-20204766;15/12/2013;27;Mme;LECHEVALLIER;LOURDES;06/11/1997;02.32.30.52.57;07.83.96.30.25;lourdes.lechevallier9135@gmail.com;119;RUE THENARD;27210;FORT-MOVILLE
FR-12072021-15629693;07/12/2021;63;Mme;BOUARFA;AN;12/01/1985;null;07.40.45.43.26;an.bouarfa@wanadoo.fr;101;RUE DES CHENEVIERES;63450;COURNOLS
FR-15102019-15093609;15/10/2019;80;Mme;GRECO;LILI;09/04/1941;null;06.53.66.53.53;greco.lili36@gmail.com;35;RUE DE CHATEAUNEUF;80320;VERMANDOVILLERS
FR-08102015-15848584;10/08/2015;69;M.;CHAMPY;BRAS;14/07/1974;null;06.68.50.64.16;champy.bras1373@gmail.com;112;RUE GEORGES SERRAZ;69360;TERNAY
FR-12032010-15653942;03/12/2010;25;M.;GILLON;SAN;01/03/1992;null;07.89.70.80.44;san.gillon@gmail.com;118;RUE SAINTE THERESE;25530;VILLERS-CHIEF
FR-19122023-17691459;19/12/2023;11;M.;DOUCHET;PHILIPPE;31/12/1948;null;07.45.25.33.53;philippe@douchet.fr;23;RUE DE LA FOI;11200;LUC-SUR-ORBIEU
FR-13012017-15642801;13/01/2017;67;Mme;DILLIES;AH;27/07/1942;03.67.97.98.18;06.55.77.80.94;dillies.ah7383@wanadoo.fr;8;RUE DU COIN SAINT JEAN;67230;OBENHEIM
FR-22052013-15404906;22/05/2013;11;Mme;CAVE;VIRGINIE;18/01/1980;null;null;virginie.cave1213@gmail.com;113;BOULEVARD DU LYCEE;11110;ARMISSAN
FR-02032015-17248434;03/02/2015;29;M.;BENCHIKH;JUSTE;29/04/1991;02.56.09.84.17;07.33.20.07.90;juste.benchikh7115@free.fr;37;RUE CLAUDE RIVEMALE;29520;CHÂTEAUNEUF-DU-FAOU
FR-15032020-17043962;15/03/2020;60;Mme;LEBOSSE;RACHEL;13/12/2001;null;07.14.32.50.61;rachel.lebosse7167@orange.fr;118;RUE TREILLE BOURGEAU;60600;BREUIL-LE-VERT
FR-26072014-18245893;26/07/2014;31;M.;TAILLEFER;EDMUND;15/03/1997;null;06.24.24.94.91;edmund.taillefer6142@free.fr;3;RUE DE L'EGALITE;31440;SAINT-BÉAT
FR-02092012-14585049;09/02/2012;45;M.;WATEL;AN;23/08/1974;null;06.20.41.31.68;an.watel@free.fr;49;CLOS DES MUSES;45170;MONTIGNY
FR-11012016-15977036;01/11/2016;08;Mme;BAJARD;BLANCHE;10/07/1993;null;06.30.97.14.58;blanche.bajard9595@sfr.fr;139;PLACE DE L EGLISE;08220;SERAINCOURT
FR-22092019-16814587;22/09/2019;25;M.;BITON;CHRISTOPHE;06/09/1978;null;06.20.93.03.15;christophe.biton5309@live.fr;100;RUE ALBERT CAMUS;25300;GRANGES-NARBOZ
FR-04072018-16391879;07/04/2018;59;Mme;RATEL;CATHERINE;31/01/1977;null;06.58.61.90.08;catherine@ratel.space;10;IMPASSE DES TORIOLETS;59330;NEUF-MESNIL
FR-24112011-15060841;24/11/2011;65;Mme;SAEZ;CLAIRE;22/11/1981;null;06.25.69.61.10;saez.claire2690@wanadoo.fr;54;RUE DE LA PAPETERIE;65500;SANOUS
FR-30052023-16226727;30/05/2023;11;Mme;DELANGE;ROSE;19/04/1944;null;null;rose.delange@gmail.com;88;AVENUE SAINT THEAU;11140;SALVEZINES
FR-28122015-17462738;28/12/2015;13;Mme;NGUYEN;PAULETTE;21/03/1977;null;06.72.66.66.92;paulette.nguyen6355@gmail.com;76;RUE MARGARETH;13670;SAINT-ANDIOL
FR-30072023-16724802;30/07/2023;51;M.;BELLOC;PHILIPPE;04/01/1988;03.53.30.56.91;06.24.18.71.83;philippe.belloc4191@free.fr;116;CHEMIN DU BAGUIER;51800;ÉCLAIRES
FR-18112019-16828348;18/11/2019;85;Mme;GUSTAVE;ANNA;02/09/1989;null;07.72.57.67.82;anna.gustave@gmail.com;66;GRANDE RUE GRANDE RUE;85570;MARSAIS-SAINTE-RADÉGONDE
FR-22102017-15101474;22/10/2017;15;Mme;GENS;BLANCHE;04/01/1957;null;06.55.74.79.25;blanche.gens7833@sfr.fr;103;IMPASSE DE LA FONDERIE;15800;SAINT-JACQUES-DES-BLATS
FR-14062011-16080582;14/06/2011;88;Mme;MOREL;AURORE;16/11/1971;03.29.30.14.66;null;aurore.morel6752@gmail.com;21;IMPASSE DE MONTANAUT;88430;BIFFONTAINE
FR-06122020-15113270;12/06/2020;70;Mme;DOCHE;MARIE;25/02/1953;03.39.94.26.80;07.99.64.75.67;marie.doche9467@gmail.com;63;RUE SAINTE AGATHE;70240;CALMOUTIER
FR-23062020-13776990;23/06/2020;62;Mme;BAUX;AN;26/02/1999;03.61.28.97.55;07.04.52.39.83;an.baux@free.fr;95;RUE DE LA MALADRERIE;62990;EMBRY
FR-14032022-15992108;14/03/2022;50;Mme;LEAUTE;ROSA;15/05/1945;02.50.93.38.73;07.24.58.44.42;rosa.leaute@free.fr;62;QUAI DES MARINIERS;50370;LA CHAPELLE-URÉE
FR-28052011-18023071;28/05/2011;16;Mme;BOISSON;VIRGINIE;28/02/1973;null;07.45.34.44.24;virginie.boisson9102@free.fr;109;RUE DES SILLOUS;16480;SAINT-LAURENT-DES-COMBES
FR-23112017-15302669;23/11/2017;37;Mme;GRARD;LULU;08/07/2000;null;06.10.60.86.66;lulu.grard5718@orange.fr;20;CHEMIN DES HAUTES BRUYERES;37140;RESTIGNÉ
FR-09072010-15216817;07/09/2010;91;M.;PADRE;DAVID;19/01/1979;null;07.47.61.06.01;david.padre1132@orange.fr;61;PLACE DU JEU DE PAUME;91540;MENNECY
FR-09052020-15081157;05/09/2020;48;Mme;ZERBIB;AH;16/02/1974;04.66.25.26.62;07.60.11.17.67;ah.zerbib8867@orange.fr;137;QUAI JULES CHAGOT;48160;SAINT-HILAIRE-DE-LAVIT
FR-14042023-16250976;14/04/2023;66;Mme;ALLIOT;REINE;21/05/1978;null;06.07.67.92.04;alliot.reine5080@laposte.net;69;PLACE DE L EGLISE;66600;VINGRAU
FR-10062018-17818597;06/10/2018;64;Mme;MASQUELIER;AH;11/06/1979;null;07.37.55.19.98;masquelier.ah6783@orange.fr;132;RUE DES SOEURS GRISES;64780;SAINT-MARTIN-D'ARROSSA
FR-07072022-14156445;07/07/2022;49;M.;LE;GUILLAUME;08/04/1950;null;07.56.42.11.69;le.guillaume987@free.fr;70;RUE JEAN ROSTAND;49560;CLÉRÉ-SUR-LAYON
FR-09022011-14986130;02/09/2011;32;M.;HUCK;PIOTR;08/04/1962;null;07.36.57.44.42;piotr.huck7216@sfr.fr;124;RUE LOUIS ARAGON;32550;PESSAN
FR-21052012-16098931;21/05/2012;70;M.;CASSAGNE;AH;24/08/1945;null;06.39.49.43.78;cassagne.ah4284@laposte.net;95;RUE DE PARIS;70270;BELONCHAMP
FR-18022019-17717672;18/02/2019;74;M.;CHAMPAGNE;ROMAN;30/06/1952;null;06.56.02.69.04;roman.champagne4976@live.fr;146;AVENUE LEON ET JOANNY TARDY;74270;MARLIOZ
FR-09012022-16716281;01/09/2022;35;Mme;BOUILLOT;AH;06/06/1952;02.99.37.83.14;06.97.37.09.25;ah.bouillot3720@free.fr;67;RUE JEAN RACINE;35320;LE SEL-DE-BRETAGNE
FR-20082014-16435788;20/08/2014;09;Mme;MARIEL;VIENNE;06/04/1993;null;07.80.81.98.81;mariel.vienne8153@wanadoo.fr;117;CHEMIN DE SALABARES;09200;ENCOURTIECH
FR-22112020-17777310;22/11/2020;24;M.;CAILLOUX;SIMON;18/11/1997;null;07.91.05.27.21;cailloux.simon@free.fr;131;IMPASSE DE LA BRIQUETERIE;24520;SAINT-SAUVEUR
